Title,Company,Category,Remote,Seniority,Bottom salary,Top salary,Must haves,Nice to haves
Senior BigData Developer,ITDS,Data,0,Senior,16800,25200,"Big Data,Data warehouses,Data management,Python,Scala,Java,Hive,Kudu,HBase,Agile,Kafka,Apache Nifi,Ansible",Kubeflow
"Manager, Software Engineering",NVIDIA,Embedded,1,Senior,,,"C++,Communication skills,Team management","QNX,Qt,Python,CUDA,MPI"
Senior Data Analyst,RTB House,Data,1,Senior,20000,30000,"SQL,Data analysis,Forecasting,Python,Communication skills","Google Cloud Platform,BigQuery,ad-tech industry experience"
Senior C++ Software Engineer,NVIDIA,Backend,1,Senior,,,"C++,Linux","CUDA,QNX,Python,Networking,HPC,ARM,Qt"
Senior ML Engineer (GCP),GetInData | Part of Xebia,AI,1,Senior,28560,36960,"Python,BigQuery,GCP,Vertex AI",
Wordpress Developer,Woo Agency,Fullstack,0,Mid,8000,11000,"WordPress,HTML5,PHP,JS,CSS,acf,gutenberg blocks,xd,Figma,Photoshop,WooCommerce,JavaScript","React,Python"
Networking Software Engineer (Mid/Senior),Akamai Technologies,Backend,0,Mid,12000,24000,"C++,C,Linux,Networking,DevOps,Jenkins","Python,Golang,Docker"
Senior QA Automation Engineer,Travelplanet.pl SA (Invia Group),Testing,0,Senior,18000,23000,"QA,Automated testing,Degree,Test automation,Python,Java,JavaScript,Testing,Cypress,Selenium","Git,Web applications,ISTQB"
Azure DevOps,Omada,DevOps,0,Mid,19320,21840,"Azure DevOps,Azure,Public cloud,DevOps,Cloud,Kubernetes,Docker,Terraform,Jenkins,Puppet,Windows Server,SQL,PowerShell,CLI,Python","API Gateway,Network management,GitHub"
Senior Azure Data Engineer,Link Group,Data,1,Senior,23520,28560,"Azure Cloud,Databricks,SQL,Oracle,T-SQL,MySQL,Jira,Azure DevOps,Communication skills","Python,PySpark,Spark SQL,Business analysis"
C++ Build Engineer (Expert),VirtusLab,Backend,1,Expert,26000,31000,"C++ build engineering,C++,Bazel,Git,Scripting python / Windows/ Linux shell,Java","Java / Kotlin / Scala / Go,Premake"
Data Scientist,Shelf,Data,1,Senior,24284,32379,"AI,Data analytics,NLP,Python,SQL,NoSQL,TensorFlow,PyTorch,PhD,Machine learning,Machine Learning,GitHub","Degree,Amazon ML Services,autonomous agents development"
Cloud DevSecOps Engineer - Team Lead,Motorola Solutions Systems Polska,Security,0,Expert,22000,30000,"Cloud platform,SaaS,AWS,Azure,GCP,WAF,IPS,Cloud security,NIST,GDPR,ISO,Linux,Shell,PowerShell,Python,Elasticsearch,Kubernetes,Docker,Prisma,CIS",
Senior Data Engineer,Showpad,Data,1,Senior,22000,35000,"Data Lake,SQL,Python,ETL,dbt,Data visualization,Communication skills",
Data Engineer (Expert),VirtusLab,Data,1,Expert,26000,31000,"SQL,Snowflake or any DWH solution,Data modeling,Python or any modern language,Airflow or any cloud-based orchestrator,AWS/GCP,dbt",Terraform
Linux administrator,Ośrodek Przetwarzania Informacji - PIB,DevOps,0,Mid,10000,15000,"DevOps,Git,CI/CD,Docker,Kubernetes,Linux,CentOS,VMware vSphere,Perl,Python,Ansible,Salt,MongoDB","Zabbix,Prometheus,Graylog,Elasticsearch,Grafana,AWS S3,Keycloak"
Senior QA Automation Engineer,Wonga.pl,Testing,0,Senior,,,"iOS,Android,API,REST API,GraphQL,SQL,React Native,CI,JavaScript,Python,Java,Swift,Jenkins,Communication skills",NUnit
Devops/Release Engineer,Reply Polska,DevOps,0,Senior,23520,33600,"Openshift,Azure Cloud,Kubernetes,Docker,AKS,Istio,Bash,Python,PowerShell,Ansible,Terraform,TLS,LDAP,OAuth,Spring Boot,Git,Azure DevOps,CI,CD tools,Maven,SonarQube,Jenkins",
Staff Data Steward,Digital Hub Warsaw at Bayer,Data,0,Senior,18000,28000,"SQL,NoSQL,Python,ETL,Cloud,Kafka,REST API,GraphQL,gRPC",Google cloud platform
Senior Power Platform Developer,Avanade Poland,Business Analysis,1,Senior,25200,31920,"Power Platform,D365,SharePoint,Web development","Microsoft Azure,DevOps,C#,Python,Power BI,JavaScript"
DevOps Engineer,Sollers Consulting,DevOps,0,Mid,13550,19000,"Cloud,Kubernetes,Terraform,Jenkins","Bash,PowerShell,Python,Oracle DB,PostgreSQL,MySQL"
Junior Fullstack Software Engineer,Beekeeper AG,Fullstack,0,Junior,11300,14250,"Java,JavaScript,TypeScript,Web technologies,Backend,Frontend","Python,Vue.js"
Network Security Engineer,Link Group,Security,0,Mid,25200,28560,"Network Security,TCP,DNS,VPN,IPS,Splunk,NIST,Cisco,Fortinet,Palo Alto",CISSP
Senior Linux System Engineer,Link Group,Sys. Administrator,0,Senior,26880,31920,"Linux,Red Hat,SAN,NAS,Puppet,Ansible,Python,OpenSVC","DevOps,Cloud"
Senior Data Engineer,Inter Cars S.A.,Data,1,Senior,23000,28000,"Degree,Data engineering,ETL,Data modeling,Python,Java,Scala,Big data,Hadoop,Spark,Storage,Relational database,SQL,HBase,Hive,Azure,GCP,Airflow,Kafka",
SEO Specialist,Emoti Group,Marketing,1,Senior,,,"Search engine optimization,SEO,Analytical skills,HTML,Java Script","SQL,Python"
Web Analyst,Emoti Group,Marketing,1,Mid,,,"Web analytics,Google Analytics,Google BigQuery,Google Tag Manager,Data visualization,Looker,PowerBI,Data analysis,SQL,Python,JavaScript,Google Sheets,E-commerce","Degree,AI,Digital marketing"
Inżynier Automatyk / Programista PLC,Talent Partners,Automation,0,Senior,,,PLC,"Codesys,Python,ROS/ROS2"
Senior/Lead DevOps/System Administrator,GFT Poland,DevOps,0,Senior,20800,35280,"Linux,Unix,Windows,Scripting language,Bash,Python,C++,Networking,Storage","Git,Maven,TeamCity,Jenkins,Artifactory,Jira,Cloud,Google cloud"
Senior back-end developer (Switch to Go),TechMagic,Backend,1,Senior,,,"Java,Python,Node.js,JavaScript,AD,CAN,Machine learning",NLP
Senior Data Analyst - Remote,Infogain Technologies Sp. z o.o.,Business Analysis,1,Senior,21840,26880,"SQL,Data management,Degree","Python,MySQL"
Senior Data Engineer (GCP),GetInData | Part of Xebia,Data,1,Senior,26880,33600,"Python,SQL,BigQuery,GCP,Docker,Kubernetes,GIT,Airflow",
Senior Software Engineer - Developer Experience,Snowflake,Backend,0,Senior,30000,60000,Golang,"Python,C++,Java"
Technical Support,Quod Financial,IT Support,0,Trainee,4047,8094,"Linux,SQL,PostgreSQL,MySQL,Perl,Python,Bash,CAN,Confluence,Jira,Kibana",
Senior Software Engineer - Cloud Engineering,Snowflake,Data,0,Senior,40000,80000,"Go,Cloud computing,Container,Terraform","AWS,Azure,GCP,Java,Python,C,Pulumi"
Data Engineer (Spark),GetInData | Part of Xebia,Data,1,Mid,18480,26880,"Java,SQL,Spark,Python",
Senior Software Engineer,Transition Technologies PSC S.A.,Backend,1,Senior,20160,25200,"C++,GitHub,Jenkins,C,CD,Analytical skills","CLI,MySQL,RabbitMQ,CI/CD,Python,Bash,AWS,Azure,GCP,Protocols,C#,OSI,Java,Network protocols"
Data Developer with SQL,Antal,Data,0,Mid,20160,25200,"SQL,Data analysis,Data management,Google Cloud Platform,Jira,Confluence,Business analysis,Communication skills","BigQuery,Data Studio,Relational database,Python,Data visualization"
Remote Software Engineer - Ruby on Rails,Kellton Europe,Backend,1,Mid,18000,22000,"Ruby on Rails,JavaScript,Web API,CI/CD,REST API","Git,GitHub,Python,Django,Sass,GraphQL"
C++ Embedded Developer (Autosar | Automotive),1dea,Embedded,1,Senior,24360,27720,"C++,QNX OS,BSPs","AUTOSAR,Linux,RTOS,Python"
Data Engineer,SEB (Skandinaviska Enskilda Banken),Data,0,Mid,28000,32000,"CI/CD,Spark,Container","GCP,Scala,Java,Python,Spark,Kubernetes,Kafka,OpenShift,GitHub Actions,Cloud,Airflow"
Big Data Engineer IV,OpenX,Backend,1,Senior,30240,34944,"Scala,Cloud,Kubernetes,Java","Docker,Spark,Jenkins,Hadoop,Data engineering,Python"
Senior Network Implementation Engineer / Architect,Strategic Staffing Solutions,Sys. Administrator,1,Senior,20000,28000,"Degree,Juniper Networks,FortiGate,Mellanox,HPE,Cisco,Networking,Protocols,BGP,ELK Stack,Zabbix,Graylog,Network Security,IPS,WAF","CCNA,CCNP,AWS,Azure,GCP,Scripting language,Python,Ansible"
Senior Software Engineer (Data Experience),hyperexponential,Backend,0,Senior,27000,33000,"Amazon Web Services,Functional programming,Rust","AWS,Cloud,Rust,Scala,Terraform,CI/CD,Python,Golang,ETL,Spark,Airflow,GCP,Kotlin"
Lead Robotics Developer,SoftServe,Robotics,1,Senior,20000,30000,"C++,Python,MATLAB,Simulink,Gazebo,Unix,Linux,Continuous integration,Communication skills",
Senior Test Automation Engineer (Robotics),SoftServe,Robotics,0,Senior,18000,26000,"Quality assurance,C++,Python,ROS,Analytical skills","Gazebo,LiDAR,SLAM,IMU"
Mid/Senior Embedded C Developer,Antal,Embedded,0,Mid,18000,25000,"C,FreeRTOS,ARM,AD,I2C,SPI,CAN,SVN,Git,PC","HTML,JavaScript,CSS,C#,Python,Django,Windows,Linux,Bluetooth,CI,MODBUS,Jenkins,Altium,TCP"
Remote Pentester - Penetration tester,LogicalTrust,Security,1,Mid,8000,14500,"web applications,Security,Linux,Cybersecurity,Cryptography,Cloud security,Operating system,mobile applications,network,OWASP","Kubernetes,Python,Windows,OSCP,Kerberos"
Senior Golang Engineer,N-iX,Backend,1,Senior,17808,26712,"Golang,Docker,Kubernetes,Cloud Native","Python,Open source,Data science,MLOps"
C++ Software Developer,Intergraph Polska Sp. z o.o.,Backend,0,Senior,18000,28000,"C++,Design Patterns,Clean Architecture,Clean Code","OpenCV,Conan.io,Python,CI/CD,CMake,STL,Git"
Frontend Developer (with Vue),AVENGA,Frontend,1,Senior,20160,23520,"Vue.js,Nuxt.js,TypeScript,JavaScript,HTML,CSS,REST API","Python,PostgreSQL"
Mid Software / Cloud Engineer with Golang,CodiLime,Backend,1,Mid,12750,18000,"Golang,Python,AWS,GCP,Azure,Virtualization,Git,Linux,CI/CD","Rust,Terraform"
"Manager, Software Engineer",Jamf,Fullstack,1,Mid,18000,22000,"Java,Enterprise software,C,Swift,MySQL,Ruby,Python,Eclipse,iOS,Atlassian,Jira,Confluence,Bamboo,Kanban",
Data Solution Developer,Acxiom GSC Polska Sp. z o.o.,Data,1,Junior,9500,17000,"SQL,MySQL,AWS",
Cross Digitalization Specialist (MS PowerPlatform),ZF Group,Business Intelligence,1,Mid,10000,15000,"Degree,Power Platform,Power Automate","BI,Python,R"
Mid Devops Engineer with Terraform,CodiLime,DevOps,1,Mid,14000,19600,"Terraform,AWS,GCP,Azure,Golang,Python,Virtualization,Git,Linux,CI/CD",Snowflake
Staff Machine Learning Engineer,Stellantis,Data,1,Senior,20000,30000,"Data science,Machine learning,Open source,AI,MSc,MLOps,Kubeflow,AWS SageMaker,Azure,AWS","AWS,Shell,Networking,Django,Node.js,Kubernetes,Docker,PySpark,SQL"
AI Engineer,Falck Digital Technology Poland,AI,0,Mid,17000,21000,"AI,LLM,Software Development Life Cycle,Relational database","Azure,Azure Cloud,Python,Node.js,React,Docker"
Site Reliability Engineer,OpenX,DevOps,0,Mid,20664,22680,"Cloud,Kubernetes,Terraform,Docker,Linux,CI/CD,Google Cloud Platform,Git,Virtualization,On-calls,GCP,AWS","Spinnaker,Grafana,Prometheus,Python,Golang"
"Senior Linux Systems Engineer (Golang, Python)",NetFire,Architecture,1,Senior,12800,19360,"Golang,Python,Bash,Linux,KVM,Nginx","Ceph,Red Hat,ELK Stack,SELinux,Libvirt,oVirt,LDAP,iPXE/PXE,SaltStack,Red Hat Kickstart/Debian Preseed,PowerShell,Rust"
Software Development Engineer III (Java + Python),Tesco Technology,Backend,0,Senior,26000,36000,"Java,SQL,Design Patterns,Testing,Spring Boot,Protocols,Jenkins,Docker,Cloud platform,Microsoft Azure,Networking,Python","High availability,Software Development Life Cycle"
Intern / Junior AI Engineer,Tangent,AI,0,Junior,5544,8904,"Python,pandas,PyTorch,NumPy,Flask,Docker,Azure,Prototyping,Data models,Data science","NLP,AWS,Computer vision,GitHub,Jenkins,Jira,GCP,MLflow,ClearML,LoRA,CI/CD"
Junior Data Engineer,Capital.com,Data,0,Junior,8000,12000,"Python,SQL,Git","AWS,PostgreSQL,CI/CD"
Senior Big Data Engineer (Scala/Python) - Data&AI,Allegro,Data,0,Senior,18400,25410,"Scala,Python,Java,Spark,GCP,Azure,AWS,Clean Code,TDD,CI/CD,Unix,Linux",
Senior Networking Data Scientist,Akamai,Data,1,Senior,19000,20000,"Analytics,Statistics,Data analysis","Python or Perl or SQL or Java or C orR,Internet Protocol"
ETF Data and Quant Analyst,ETFbook,Data,1,Junior,7500,12000,"Data analytics,Python","Python,Finance"
Data Engineer,DS STREAM,Data,1,Senior,20160,30240,"Python,Azure,Databricks",
Golang Engineer (with Python and Infra skills),N-iX,Backend,1,Senior,20237,26712,"Golang,Docker,Kubernetes,Cloud Native,Python","Open source,Data science,MLOps"
Fullstack Python/React Developer,Grape Up,Fullstack,1,Mid,16000,22100,"Python,SQL,PostgreSQL,JavaScript,TypeScript,React,Redux,REST API,GraphQL,AWS,Terraform,Web development,Redux-Saga,Communication skills","CI/CD,Webpack,Material UI,Unit testing,Selenium,Cypress,BPMN,Serverless computing"
Data Scientist,Qurate Retail Group Global Business Services sp. z o.o.,Data,1,Mid,9000,11000,"Analytical skills,Machine Learning,Data analysis,R,Python,SQL,Data science,SPSS",
Remote Data Scientist,Webinterpret Poland Sp. z o.o.,Data,1,Mid,,,"Python,Data analysis,Machine learning,SQL",
NLP & LLM Engineer,Tooploox,AI,1,Mid,16000,21000,"Python,Natural language processing,LLM","Deep learning,Machine learning"
AI Engineer,Tangent,AI,0,Mid,15120,18984,"Python,pandas,PyTorch,NumPy,Flask,Docker,Azure,Prototyping,Data models,Data science","NLP,AWS,Computer vision,GitHub,Jenkins,Jira,GCP,MLflow,ClearML,LoRA,CI/CD"
Data Engineer III - Forecasting,Tesco Technology,Data,0,Senior,26000,40000,"Hadoop,Spark,Python,pandas,Design Patterns,API,Airflow,pytest,GitHub,Jira,Big Data,High availability,Software Development Life Cycle",
Senior Software Engineer (Machine Learning MLOps),Tesco Technology,Data,0,Senior,26000,36000,"Python,Machine learning,Splunk,Apache Spark,Azure",MLOps
Senior NLP Data Scientist,Adaptiq,Data,1,Senior,22260,28331,"Python,NLP,Natural language processing,Deep learning,text-related neural network optimization,cloud computing platforms,MLOps tools,Data pipelines,Data engineering",
Data Engineer II - Forecasting,Tesco Technology,Data,0,Mid,20000,30000,"Spark,Hadoop,Python,Scala,Kafka,Big Data","PySpark,Hive"
Team Lead - Senior AI / ML Engineer,DevCity sp. z o.o.,AI,0,Senior,18000,24000,"AI,ML,Python,scikit-learn,NLP,spaCy,TensorFlow,Power Automate,Selenium,Robot Framework,UI,Machine learning,Communication skills",
Engineering Architect (JS + Java + iOS / Android),1dea,Data,1,Mid,,,"Android,iOS,MVC,MVVM,Web development,Angular,Java,C++,Python,PHP","Data modeling,CI,CD,Jenkins,Puppet,Ansible,Terraform,Project management,SAFe"
Senior Software Engineer (DevOps),Snowflake,DevOps,0,Senior,30000,60000,"SaaS,CI/CD,Python,Node.js,AWS,Azure","Git,Jira,Nexus,Artifactory,Jenkins,Kubernetes,Docker,Databases,SQL"
Senior Research Scientist,Snowflake,AI,0,Senior,30000,60000,"Machine learning,Python,Natural language processing,Machine Learning,AI,NLP,PyTorch,Deep learning","SQL,Data science"
Senior AI Engineer - Remote,7N,AI,1,Senior,30240,38640,"Python,R,Java,C++,AI,TensorFlow,PyTorch,Data analysis",
3D Animation and Rigging Artist,Codete,Game Development,1,Expert,26880,33600,"Python,Animation,Maya,CGI","C++,Microservices,Cloud development,Docker,Kubernetes,Blender,houdni"
Data Analyst/QA Engineer,ComScore (via CC),Data,1,Mid,10000,16000,"Data analysis,QA,Statistics,Python,SQL,Linux",
Data Engineer,Pragmile,Data,1,Senior,23520,26880,"Data structures,Big data,Python","Android,Java,Kotlin"
Mid/Senior DevOps Engineer,SlickCloud,DevOps,1,Senior,18500,33500,"Python,Terraform,Kubernetes,Cloud,CI/CD,Bash,IaC",
Cloud Data Engineer (3 months contract),VML Enterprise Solutions,Data,1,Mid,13000,17000,"Python,SQL,AWS,GCP,Azure,Hadoop,Spark,NoSQL,Docker,Kubernetes","Tableau,Power BI"
Mid/Senior Data Engineer (AWS/GCP),Capco Poland,Data,1,Mid,25200,30240,"Python,Degree,Data pipelines,SQL,Athena,Redshift,Glue,Terraform,Outlook,ETL,AWS,GCP","dbt,PySpark,Java,Kotlin"
Machine Learning Engineer,Tooploox,AI,1,Mid,13000,18000,"Python,Machine Learning,Computer vision","MSc,PhD"
Machine Learning Engineer,HARMAN Connected Services,AI,1,Senior,21840,25200,"AWS,Python,Machine learning,SQL,NoSQL,PyTorch,Airflow,TensorFlow,CI/CD","PhD,ads targeting,algorithms optimization,user profiling,recommendation systems,churn prediction"
Machine Learning Engineering Leader,HARMAN Connected Services,AI,1,Expert,28560,31920,"AWS,Python,Machine learning,SQL,NoSQL,PyTorch,Airflow,TensorFlow,CI/CD","PhD,ads targeting,algorithms optimization,user profiling,recommendation systems,churn prediction"
Mid Data & AI Engineer FULLY REMOTE,Nest Bank,Data,1,Mid,15000,22000,"Big DATA,AI,Big Data,PySpark,Azure,Python,SQL,CI/CD",
Network Automation Engineer (Python+Ansible),SoftServe,DevOps,1,Senior,24000,28000,"Python,Ansible,CI/CD","REST API,Git,MongoDB,NoSQL"
Director of Data Science,Ardigen,AI,1,Expert,18000,23000,"Python,AI,Data science,lead,managing team",
Software Platform Developer,Ework Group,DevOps,1,Senior,29113,32024,"IaC,Cloud platform,Python,Kubernetes,Docker",
Cloud Engineer II,Jamf,DevOps,1,Mid,12500,18500,"Python,Linux,Shell,AWS,AWS EC2,Amazon RDS,AWS Lambda,API,Gateway,AWS DynamoDB,Golang,Infrastructure as Code,CloudFormation,Terraform,Kubernetes,Git,Ansible,Progress Chef,Puppet,Jira,Salesforce,CI,CD tools,Jenkins,GitHub,RHCE",
Senior Data Engineer,Sunscrapers,Data,1,Senior,27000,34000,"Python,ETL,Airflow,SQL,Communication skills,Google Cloud Platform,Snowflake,BI,Affinity CRM","BigQuery,Data visualization,Looker,Tableau,PowerBI,Salesforce"
Programista / Programistka Hurtowni Danych,UNIQA Polska,Data,0,Senior,,,"SQL,MS Office,Python",Python
Senior Data Scientist,GOG,Data,0,Senior,20000,30000,"Python,Machine Learing,API,BigQuery,Data structures,Design Patterns","Docker,Kubernetes,Golang,Microservice architecture,Performance tuning,Web applications"
Senior QA Engineer,Hitachi Energy,Testing,0,Senior,12000,18000,"Python,API,UI,QA,SQL,TS,JavaScript,Testing","Linux,RobotFramework,Playwright,ISTQB"
Senior Software Engineer,Digital Hub Warsaw at Bayer,AI,0,Senior,20000,30000,"Python,AI,Machine learning","AWS,TensorFlow,Spark,Keras,Flux"
DevOps Manager,Cere Network,DevOps,0,Expert,28000,40000,"Python,AWS,Go,Terraform,Bash,Degree,DevOps,Azure,Google Cloud,Cloud platform,Amazon EKS,Route53,Amazon RDS,Networking,IaaC,Docker,Grafana,Prometheus,Sentry,Datadog,Communication skills",WEB 3.0.
Senior Test Automation Engineer - Remote,Link Group,Testing,1,Senior,23520,25200,"Python,Java,Test automation,E2E,TDD,BDD,Page Object Model,Agile,Scrum,CI/CD,Bamboo,Jenkins",
Senior Site Reliability Engineer,Wipro IT Services Poland,DevOps,0,Senior,22050,27300,"Python,Hadoop,Kafka,Linux,Automation,Big Data,Software Development Life Cycle,Unix","HBase,Java,Spark"
Senior Data Engineer,ITDS,Data,0,Senior,21840,25200,"Data engineering,ETL,Data modeling,Git,Maven,Shell,Python,DevOps,CI/CD",
Senior Software Engineer in Test,Akamai Technologies,Testing,1,Senior,19000,22000,"Python,Linux,Networking,Security,DevOps,Jenkins,Docker,Ansible,L2,Communication skills,Kubernetes",
Senior DevOps/Site Reliability Engineer,Focal Systems,DevOps,1,Senior,45000,70000,"SQL,Python,Docker,Kubernetes,Networking,Big Data,GCP,Kafka,Redis",GitOps
Senior System Integration Test Engineer,Adtran Networks Sp. zo. o.,Testing,0,Senior,15000,19000,"Python,Wireshark,Bash script,Linux,Networking,qTest,pytest,Robot Framework","TCP,DHCP,DNS,L2,Ethernet,OpenWRT,IEEE,CCNA"
Security Engineer,NewPush Europe Kft.,Security,1,Mid,12857,17572,"Python,Splunk,Cortex,Tenable,Cloudflare,Cloud security","Cisco,LogPoint,Burp Suite,Palo Alto,AWS,GCP"
Senior NLP Engineer (REMOTE),Sigmoidal,AI,1,Senior,31000,37000,"Python,NLP,Machine learning",
Junior Site Reliability Engineer,Wipro IT Services Poland,DevOps,0,Junior,17850,19950,"Python,Linux,Automation,Software Development Life Cycle,Unix,Kubernetes","Java,Docker,Virtualization"
Data Scientist,Lingaro,Data,1,Senior,21840,25200,"Python,Optimalization,Azure","SQL,Team management"
Junior DevOps Engineer z chmurą Azure/AWS/GCP,SlickCloud,DevOps,1,Junior,8000,12000,"Terraform,Kubernetes,Python,CI,GitLab CI,CD,Azure,Microsoft Azure",
Big Data Engineer,Kontakt.io,Data,1,Senior,26880,31920,"Python,Java,Kafka,AWS,Microservices architecture,MongoDB,PostgreSQL,Prometheus,Kubernetes,Big Data","Kotlin,Scala"
Senior Data Scientist/ AI Engineer,SquareOne,Data,1,Senior,23520,30240,"AI,SQL,Python,PySpark,Spark,NoSQL,LLM,Cloud,Deep learning","Azure,AWS,GCP,Kanban,GitHub"
Technical Data Analyst,RTB House,Data,1,Mid,10000,14000,"Excel,Python,pandas,R,SQL,HTTP,HTML,JavaScript",
Data Engineer,SquareOne,Data,0,Mid,19000,21000,"Python,Teradata,BigQuery,Google Cloud Platform,SQL,ETL,Flask,Django,Apache Airflow,GitLab,Jira","Jenkins,Kubernetes,Docker,SAS,Google Data Studio,Grafana"
Senior Data Engineer,Link Group,Data,0,Senior,27000,32000,"Python,Scala,Java,Spark,PySpark,Kubernetes","MLOps,DevOps"
"Software Test Automation Engineer (Python, Squish)",Link Group,Testing,0,Senior,22000,28000,"Test automation,OOP,Python,C,C++,Bash,Linux,GUI testing,Squish",Agile
ETL Developer with Python - Remote,DCG Sp. z o.o.,Data,1,Senior,25200,33600,"Python,Serverless,Git,AWS,RDBMS,Snowflake,ETL,Data Lake,Data warehouse,API,JDBC,file processing",
Mid/Senior Network QA Automation Engineer,CodiLime,Testing,1,Senior,16500,25000,"Python,Networks,Docker,Kubernetes,Linux,Git,CI/CD",
Data Architect (AWS + Python) - Remote,Link Group,Data,1,Senior,32379,40474,"Python,AWS,Redshift,Aurora,Glue,Lake Formation,S3,Lambda,Data engineering,Apache Aurora,AWS S3,AWS Lambda,Kinesis,Kafka,MDM,Snowflake,dbt,Relational database,ETL,Data management",
Data Engineer Python,Connectis_,Data,1,Senior,28000,33000,"Python,Databricks,PySpark,Azure",
"Lead Data Software Engineer (Python, Azure)",EPAM Systems,Data,0,Senior,26500,32000,"Python,Azure Data,Azure Databricks,Databricks,PySpark",Azure Data Lake
"System Software Engineer , Python, C/C++ - DL",NVIDIA,AI,1,Senior,,,"Python,C++,C,Design Patterns",
"Software Test Automation Engineer (Python, Squish)",Link Group,Testing,0,Mid,14000,22000,"Test automation,OOP,Python,C,C++,Bash,Linux,GUI testing,Squish",Agile
Senior Software Engineer,Akamai,Backend,1,Senior,19000,26000,"Python,Linux,Networking,TCP,Protocols,CI/CD","Golang,C++,C,Terraform,DevOps,Puppet,Helm,Ansible"
Senior Cloud Developer - Satalia,VML Enterprise Solutions,Backend,1,Senior,21000,26000,"Communication skills,Team player,API Gateway,Terraform,Azure DevOps,Git,OAuth2,OIDC",Open source
Cloud Developer - Satalia,VML Enterprise Solutions,Backend,1,Mid,14000,20000,"Communication skills,Team player,API Gateway,Terraform,Azure DevOps,Git,OAuth2,OIDC",Open source
Senior QA Python,AVENGA,Testing,1,Senior,24360,27720,"Quality assurance,Python,Java,Shell,Testing,XML,SQL,Unix,Jira,Test automation","SVN,JMeter,Selenium,ALM,Test management,Communication skills"
Internal Developer,Flugger Poland,Backend,1,Mid,20000,25000,"Python,REST API,Docker,Kubernetes,CI,CD,Design Patterns,Microservices architecture,Azure Cloud,AWS",Microservice architecture
Junior Software Engineer Back-End Cloud-based SaaS,Adtran Networks Sp. zo. o.,Backend,0,Junior,11000,13000,"Python,Bash,pytest,Selenium",Docker
Senior Python Test Automation Software Engineer,Hitachi Energy,Testing,0,Senior,15000,20000,"MSc,Degree,Python,pytest,Test automation,CCNA,Cisco Certified Network Associate,OSI,Ethernet,VLAN,Linux,Bash,Git,Continuous integration,Azure DevOps,Communication skills",
Remote AI Senior Software Developer,Matrix Global Services,Backend,1,Senior,36824,42456,"Python,Degree,Java,Big data,ETL,Infrastructure as Code,SQL,Redshift,AWS,C#","ML,AI,LLM"
Software Engineer in Machine Learning,Tooploox,Backend,1,Mid,12000,15000,"Python,Clean Code,Design Patterns,Continuous integration,Git,PyTorch,Docker,Communication skills,Machine learning","Kubernetes,MLOps"
Senior Software Engineer - Connectors Platform,Snowflake,Backend,0,Senior,30000,60000,"Python,Java,SQL",
3D Animation And Rigging Artist,SquareOne,Backend,1,Senior,26880,31080,"Animation,Python,Maya,unreal,UNITY","Blender,C++,API,Docker,Kubernetes"
Fullstack Engineer (Cloud-based SaaS),Adtran Networks Sp. zo. o.,Fullstack,1,Mid,14000,17000,"Angular,React,TypeScript,JavaScript,Material Design,Python,Bash script,IaC,CI/CD,Test frameworks,iOS","Docker,QA,Web GUI,Saas development,Wireframing,Cypress,Jasmine,Amazon Web Services"
Full Stack Engineer,Kancelaria Propseritas,Fullstack,0,Mid,10000,20000,"Python,Django,JavaScript,Vue.js,Git,CI",
Integrations Engineer,Knowde,Backend,1,Senior,20000,25000,"MDM,ERP,CRM,API,Python","REST API,GraphQL,Degree,Scripting language,Ruby,Python"
Software Engineer,Digital Hub Warsaw at Bayer,Fullstack,0,Mid,14000,23000,"Python,Degree,Machine learning,Software Development Life Cycle,JavaScript,TypeScript,PyTorch,f.lux,Natural language processing,NLP,AI,SQL,NoSQL,Big Data,Hadoop,Spark,Azure,AWS,Project management,Kanban,CI,CD pipelines","Deep learning,TensorFlow"
Senior Fullstack Engineer (Cloud-based SaaS),Adtran Networks Sp. zo. o.,Fullstack,1,Senior,18000,22000,"Angular,React,TypeScript,JavaScript,Material Design,Python,Bash script,IaC,CI/CD,Test frameworks,iOS","Docker,QA,Web GUI,Saas development,Wireframing,Cypress,Jasmine,Amazon Web Services"
Senior Backend Developer,Focal Systems,Backend,1,Senior,37000,70000,"Python,Docker,Flask,Git,Degree,REST API,CI/CD","Kafka,Redis"
Full Stack Developer: Python+Django+React.js,ITDS,Fullstack,0,Senior,14700,21840,"Python,Django,React,JavaScript,Redux,UI,Git,Unit testing,functional testing,regression testing,E2E,SQL,REST API",
Senior Software Engineer,Amartus Polska Sp. z o.o.,Backend,1,Senior,25200,31500,"Python,Ansible,CI/CD,Kubernetes,Docker,Terraform,Azure,vSphere","YAML,Jenkins,tosca,CCNP,AWS,GCP"
Backend AWS Engineer,Grape Up,Backend,1,Mid,16000,22100,"Python,AWS,Java,Spring,DynamoDB,RESTful API,Git,CI/CD,jenkins,REST API","AWS lambda,Cloud Formation,CDK,bdd,unit test,React,TypeScript"
Python Team Leader (Senior),Volvo Group,Backend,0,Senior,20000,25000,"Python,Microservices,API,Unit testing,TDD,Docker",
