Title,Company,Category,Remote,Seniority,Bottom salary,Top salary,Must haves,Nice to haves
DevOps Engineer II,Jamf,DevOps,1,Mid,14000,20000,"Jenkins,Continuous integration,ArgoCD,GitHub,Kubernetes,Amazon Web Services,Infrastructure as Code,Terraform,CloudFormation,Operating system,Linux,Forecasting,Git,Subversion,Python","Golang,Software Development Life Cycle,ELK Stack,MySQL,AWS DynamoDB"
Senior Network Reliability Engineer,Akamai,DevOps,1,Senior,19000,20000,"Jenkins,GitHub Actions,Jenkins, Github Actions, or similar,Ansible, Salt Stack, Chef, Puppet, or si,Linux networking,Python, Bash, Go, Rust, or similar,Prometheus, Grafana, Loki, ELK",
Security Software Principal Engineer (C/C++),Dell Technologies,Backend,0,Senior,22600,27250,"C++,Linux,C,Storage","SAS,Python"
Managed Cloud OpenShift Engineer,Nordcloud,DevOps,1,Mid,13000,20000,"OpenShift,L2,Helm Charts,Ansible,Bash,IaC,Git,RHEL,Red Hat OpenShift,IBM,Storage","CD pipeline,Networking,DevOps,SRE,Red Hat"
Test Automation Engineer,AffiniServices Kft (Affinitext Inc),Testing,1,Senior,19886,27620,"Python,Linux,GitLab,JavaScript,Playwright,Test case,ISTQB,Kanban,Test automation","PostgreSQL,Docker,Angular,Bash,Selenium,Java"
Senior Linux Engineer (SRE),Akamai,DevOps,1,Senior,19000,20000,"Linux,Python/Golang,Terraform/SaltStack/Ansible",
Senior Data Engineer (GCP),GetInData | Part of Xebia,Data,1,Senior,26880,33600,"Python,SQL,BigQuery,GCP,Docker,Kubernetes,GIT,Airflow",
Data Engineer (Spark),GetInData | Part of Xebia,Data,1,Mid,18480,26880,"Java,SQL,Spark,Python",
Backend Engineer (Java/Kotlin/AWS),Capco Poland,Backend,1,Senior,30240,31920,"Kotlin,Java,Terraform,AWS,Git,Continuous integration,Degree,Infrastructure as a Code,Communication skills",Python
Azure DevOps Engineer with German,Spyrosoft,DevOps,0,Senior,26880,31920,"Azure,Python,Jenkins",
Remote Senior Embedded Developer,Conclusive Engineering Sp. z o.o.,Embedded,1,Senior,20000,30000,"C,POSIX,Git,Kernel internals,Build automation,Bare-metal","C++,Rust,Go,Python"
Senior Network Implementation Engineer / Architect,Strategic Staffing Solutions,Sys. Administrator,1,Senior,20000,28000,"Degree,Juniper Networks,FortiGate,Mellanox,HPE,Cisco,Networking,Protocols,BGP,ELK Stack,Zabbix,Graylog,Network Security,IPS,WAF","CCNA,CCNP,AWS,Azure,GCP,Scripting language,Python,Ansible"
Senior/Lead Embedded Software Engineer,Sopra Steria Poland,Embedded,1,Senior,16800,25200,"Embedded C,Unix","Jenkins,Jira,Shell,Python,Git"
Senior Remote AI Engineer,Strategic Staffing Solutions,AI,1,Senior,25200,30240,"Degree,Machine learning,Open AI,Google AI,Azure AI,Python,Java",
BI Developer/Analyst,OpenX,Business Intelligence,0,Mid,21168,25200,"BI,Analytical skills,Data modeling,Communication skills,SQL,Cloud,Visualization tools","Python,BigQuery"
Senior Software Engineer - Enablement / Platform,hyperexponential,Backend,0,Senior,27000,33000,Python,"AWS,Cloud,CI/CD,Golang,Rust,Docker,Sumo Logic,SonarQube,Grafana,Prometheus"
Senior Data Engineer,SNI,Data,1,Senior,26880,33600,"Cloud,SQL Server,Azure Data Factory,Azure,Databricks,SQL,BI,Spark,Python,MONGO,.NET",
Senior Data Scientist,SKY ENGINE AI,AI,0,Senior,20000,28000,"Computer vision,Segmentation,Machine Learning,Deep learning,Python,scikit-learn,NumPy,pandas,PyTorch,TensorFlow,Keras","MLOps,Generative AI,OpenCV,AI,Data visualization"
CG Supervisor,SKY ENGINE AI,Game Development,0,Mid,18000,20000,"Blender,Maya,Animation,Project management",Python
Head of Pipeline,SKY ENGINE AI,Game Development,0,Mid,12000,17000,"Blender,Python,shotgrid","API,Jira,Confluence"
DevOps Infrastructure Engineer,Adaptiq,DevOps,1,Senior,26221,27431,"Linux,k8,OCP,WebLogic,WebSphere Application Server,troubleshooting,Python,Bash script",
Programista PLC/SCADA,ARA Przedsiębiorstwo Automatyki Przemysłowej Sp. z o.o.,Automation,0,Senior,7000,12000,"PLC Programming,HMI Programming,SCADA,WinCC,Profinet,MODBUS,Siemens,Allen-Bradley,AVEVA System Platform,Ethernet/IP,Profibus","Robotic process automation,DCS,PCS7,PlantPAx,Brewmaxx,Braumat,Botec,C#,Python,SQL"
Network Operation Center Engineer,Ework Group,Telecommunication,0,Senior,29039,31943,"Cisco,SDA,TCP/IP,VPN,LAN, WAN,Switches,Routing,Cisco devices",
Senior SOC Analyst,Appfire,Security,1,Senior,14000,18000,"Security,Cloud,Degree,AWS,Azure,Heroku,GCP,EDR,CIS,NIST,ISO,Communication skills,CISSP,Splunk,Python,Sumo Logic,Qradar","SentinelOne,Proofpoint"
Senior DevOps Engineer,Mend.io,DevOps,1,Senior,30255,32272,"DevOps,AWS,Azure,infrastructure automation,Configuration management database,Container","Python,CI/CD Pipelines,Microservices,Jenkins,GitHub Actions,Terraform,ArgoCD,Helm"
Remote SIEM / SOAR Automation Engineer,CodiLime,Security,1,Mid,8000,15000,"Cybersecurity,Scripting language,Python,Bash,Security,SOAR,SIEM,Automation","Palo Alto,Cortex XSIAM,Version Control System"
Test Engineer,EG EXTENSA,Electronics,0,Mid,8700,9400,,"Python,NI LabView,NI TestStand,Data base,Machine Vision,Prawo jazdy"
"Senior Backend Engineer (Platform, Scala)",Zowie,Backend,1,Senior,20000,30000,"Scala,JVM,SQL,Critical thinking,Proactivity,Relational database,Distributed systems","NoSQL,MongoDB,Functional programming,Akka,Fs2,ZIO,Cats,Http4s,GraphQL,Docker,Kubernetes,Kafka,Python"
Senior Software Quality Engineer,Hitachi Energy,Backend,0,Senior,17000,22000,"Degree,C++,C#,Python,JavaScript,Visual Studio,Azure DevOps,Jenkins,Atlassian,SonarQube,Test automation,Google Test,Protocols,Analytical skills",
Mid Software / Cloud Engineer with Golang,CodiLime,Backend,1,Mid,12750,18000,"Golang,Python,AWS,GCP,Azure,Virtualization,Git,Linux,CI/CD","Rust,Terraform"
Mid Devops Engineer with Terraform,CodiLime,DevOps,1,Mid,14000,19600,"Terraform,AWS,GCP,Azure,Golang,Python,Virtualization,Git,Linux,CI/CD",Snowflake
Senior C#/.NET Developer,First Derivative,Backend,0,Senior,28560,36960,"C#,SQL Server,.NET Core,Git,SVN,.NET Framework,NUnit,Entity Framework,.NET","Python,Azure,Blob Storage"
AI Engineer,Falck Digital Technology Poland,AI,0,Mid,17000,21000,"AI,LLM,Software Development Life Cycle,Relational database","Azure,Azure Cloud,Python,Node.js,React,Docker"
Data Engineer (0.5 FTE),AVENGA,Data,1,Mid,16800,20160,"Data management,SQL,Informatica,Python",
Back End Developer,Hitachi Energy,Backend,0,Senior,14000,19000,".NET,IoT,.NET Core,Microservices,Excel,Kubernetes,Docker,REST API,API,Linux,TDD,Azure DevOps,SQL,Git,Team work,SDLC,Degree,C#, .Net Core","Windows,TypeScript,CSS,Entity Framework,Python"
Linux Administrator,Akademia Górniczo-Hutnicza,Sys. Administrator,0,Mid,7000,10000,"Linux,Virtualization,Bash,Git,Ansible,TCP/IP,Docker,VMware,VPN","Python,GitLab,Bitbucket,Fortinet"
Linux Expert,Engenious,Embedded,1,Mid,26000,30240,"Linux,Yocto,Embedded,Python,Bash,C",
Lead Big Data Engineer (AWS),SoftServe,Data,0,Expert,25000,30000,"AWS,Python,Scala,Java,SQL,Apache Spark,Databricks,Flink,MWAA,Apache Airflow,Apache Kafka,MSK,Kinesis,Amazon Redshift,Snowflake",
Data Engineer,AVENGA,Data,1,Mid,16800,20160,"Data management,SQL,Informatica,Python",
Senior DevOps Engineer,Hitachi Energy,DevOps,0,Senior,19000,25000,".NET,Degree,Azure DevOps,Git,PowerShell,Virtualization,Microsoft Azure,Google Cloud Platform,Linux,Windows,Bash",Python
Junior Security Operations Engineer - Remote,7N,Security,1,Junior,20160,25200,"SIEM,OWASP,MITRE ATT&CK,NIST,Python,macOS,Unix,AWS,GCP,Kubernetes",
Middle Fullstack Developer - 100% remote,AVENGA,Fullstack,1,Mid,20160,21840,"React,Python,Django,GraphQL,Salesforce,Communication skills",
Senior Frontend Developer,"Dunning, Kruger & Associates Sp. z o.o.",Frontend,0,Senior,21840,30240,"TypeScript,React,Redux,Git","Python,Java,Open API,RTK Query"
Quantitative Researcher - Blockchain,Chorus One,Data,1,Mid,36979,43702,"Quantitative research,Blockchain,Data analysis,Ethereum,Python,SQL,Golang,Rust,Crypto,Blockchain Research,PhD,Quant Research,MEV,Staking",
Network Security Engineer (Web Proxies),Devire,Sys. Administrator,0,Senior,23520,28560,"Network Security,Gateway,Linux,Proxy,CLI,Protocols,Wireshark,TCP,CCNP,CISSP,Windows,ITIL,Jira,Kanban","Cloud security,Python,Degree"
Power Platform Solution Architect,Avanade Poland,Business Analysis,1,Expert,30240,40320,"Power Platform,D365,SharePoint,Microsoft Azure,Python,C#,Web development,JavaScript","DevOps,Power BI"
Senior ML Engineer (GCP),GetInData | Part of Xebia,AI,1,Senior,28560,36960,"Python,BigQuery,GCP,Vertex AI",
Platforms Engineer,Chorus One,DevOps,1,Senior,28808,54016,"Linux,Networks,Network configuration,Kubernetes,Terraform,Salt,Ansible,Networking,CAN","Python,Golang,Rust,Degree"
Remote Java Developer (with AWS),SquareOne,Backend,1,Senior,21840,26880,"Java,Spring,AWS,Microservices","DDD,NoSQL,Python,Machine learning"
C++ Build Engineer (Expert),VirtusLab,Backend,1,Expert,26000,31000,"C++ build engineering,C++,Bazel,Git,Scripting python / Windows/ Linux shell,Java","Java / Kotlin / Scala / Go,Premake"
Mid JavaScript Engineer III,OpenX,Frontend,1,Mid,23352,27552,"JavaScript,Typescript,React,Material UI,AWS","Node.js,GCP,Python,Golang"
DevOps Engineer,Boldare,DevOps,0,Senior,18000,26000,"DevOps,Kubernetes,GitLab,CI/CD,Git,Terraform,ArgoCD,GitOps,PostgreSQL,Prometheus,Loki,Grafana,Ansible,Nginx,Cloudflare","Go,Python,JavaScript,Java,PHP,Ruby"
Mid C++ Engineer,Link Group,Backend,0,Mid,15000,25000,"C++,Bash,Linux,Python",Agile
AI Consultant,Spyrosoft,AI,0,Expert,26880,33600,"AI,Machine Learning,Computer vision,Python,consulting",Generative AI
Data Engineer,Remitly Poland sp. z o.o.,Data,0,Mid,20000,23000,"AWS,Data engineering","AWS S3,Python,Scala,Golang,Hadoop,Redshift,Kinesis,SQS,SNS,Athena,BigQuery,GCP,Kubernetes,Docker,Glue"
"Senior Linux Systems Engineer (Golang, Python)",NetFire,Architecture,1,Senior,12800,19360,"Golang,Python,Bash,Linux,KVM,Nginx","Ceph,Red Hat,ELK Stack,SELinux,Libvirt,oVirt,LDAP,iPXE/PXE,SaltStack,Red Hat Kickstart/Debian Preseed,PowerShell,Rust"
Senior Big Data Engineer (Scala/Python) - Data&AI,Allegro,Data,0,Senior,18400,25410,"Scala,Python,Java,Spark,GCP,Azure,AWS,Clean Code,TDD,CI/CD,Unix,Linux",
Fullstack Developer (React + Node/Python),Euvic S.A.,Fullstack,1,Mid,15120,21840,"React,Python,Node.js,JavaScript",AWS
Fullstack Python/React Developer,Grape Up,Fullstack,1,Mid,16000,22100,"Python,SQL,PostgreSQL,JavaScript,TypeScript,React,Redux,REST API,GraphQL,AWS,Terraform,Web development,Redux-Saga,Communication skills","CI/CD,Webpack,Material UI,Unit testing,Selenium,Cypress,BPMN,Serverless computing"
Senior Networking Data Scientist,Akamai,Data,1,Senior,19000,20000,"Analytics,Statistics,Data analysis","Python or Perl or SQL or Java or C orR,Internet Protocol"
Software Development Engineer III (Java + Python),Tesco Technology,Backend,0,Senior,26000,36000,"Java,SQL,Design Patterns,Testing,Spring Boot,Protocols,Jenkins,Docker,Cloud platform,Microsoft Azure,Networking,Python","High availability,Software Development Life Cycle"
Senior ML Python Engineer,Snowflake,AI,0,Senior,30000,60000,"Python,SDK,REST,gRPC,CI/CD,Docker,Kubernetes,Jenkins,ML,PyTorch,TensorFlow,scikit-learn,pandas,W&B,Metaflow","PhD,Go,Java"
Intern / Junior AI Engineer,Tangent,AI,0,Junior,5544,8904,"Python,pandas,PyTorch,NumPy,Flask,Docker,Azure,Prototyping,Data models,Data science","NLP,AWS,Computer vision,GitHub,Jenkins,Jira,GCP,MLflow,ClearML,LoRA,CI/CD"
Golang Engineer (with Python and Infra skills),N-iX,Backend,1,Senior,20170,26625,"Golang,Docker,Kubernetes,Cloud Native,Python","Open source,Data science,MLOps"
Junior DevOps Engineer z chmurą Azure/AWS/GCP,SlickCloud,DevOps,1,Junior,8000,12000,"Terraform,Kubernetes,Python,CI,GitLab CI,CD,Azure,Microsoft Azure",
Junior Data Engineer,Capital.com,Data,0,Junior,8000,12000,"Python,SQL,Git","AWS,PostgreSQL,CI/CD"
Security Engineer,NewPush Europe Kft.,Security,1,Mid,12771,17455,"Python,Splunk,Cortex,Tenable,Cloudflare,Cloud security","Cisco,LogPoint,Burp Suite,Palo Alto,AWS,GCP"
ETF Data and Quant Analyst,ETFbook,Data,1,Junior,7500,12000,"Data analytics,Python","Python,Finance"
Senior System Integration Test Engineer,Adtran Networks Sp. zo. o.,Testing,0,Senior,15000,19000,"Python,Wireshark,Bash script,Linux,Networking,qTest,pytest,Robot Framework","TCP,DHCP,DNS,L2,Ethernet,OpenWRT,IEEE,CCNA"
Senior Software Engineer in Test,Akamai Technologies,Testing,1,Senior,19000,22000,"Python,Linux,Networking,Security,DevOps,Jenkins,Docker,Ansible,L2,Communication skills,Kubernetes",
Senior NLP Engineer (REMOTE),Sigmoidal,AI,1,Senior,31000,37000,"Python,NLP,Machine learning",
Senior DevOps/Site Reliability Engineer,Focal Systems,DevOps,1,Senior,45000,70000,"SQL,Python,Docker,Kubernetes,Networking,Big Data,GCP,Kafka,Redis",GitOps
Machine Learning Engineer,Ardigen,AI,0,Mid,13000,15000,"Python,Bash,Git,Machine learning","Kubernetes,Docker,AWS Cloud,MLOps,Data visualization,pandas,NumPy,PyTorch"
Machine Learning Engineer (Python+Airflow +Azure),1dea,AI,1,Senior,25200,27720,"Python,MLOps,Apache Airflow,Flask,FastAPI,gRPC,NoSQL,GraphQL,PySpark,NLP,MLflow","Azure Pipelines,CI,Kubernetes,TensorFlow,Torch"
Data Scientist,Qurate Retail Group Global Business Services sp. z o.o.,Data,1,Mid,9000,11000,"Analytical skills,Machine Learning,Data analysis,R,Python,SQL,Data science,SPSS",
Remote Mid DevOps Engineer,Kellton Poland sp. z o.o.,DevOps,1,Mid,18000,24000,"Python,Linux,Ubuntu,Docker,Terraform,CI/CD,Kubernetes",
Technical Data Analyst,RTB House,Data,1,Mid,10000,14000,"Excel,Python,pandas,R,SQL,HTTP,HTML,JavaScript",
Big Data Engineer,Kontakt.io,Data,1,Senior,26880,31920,"Python,Java,Kafka,AWS,Microservices architecture,MongoDB,PostgreSQL,Prometheus,Kubernetes,Big Data","Kotlin,Scala"
Data Engineer,DS STREAM,Data,1,Senior,20160,30240,"Python,Azure,Databricks",
Senior Data Engineer,ITDS,Data,0,Senior,21840,25200,"Data engineering,ETL,Data modeling,Git,Maven,Shell,Python,DevOps,CI/CD",
Machine Learning Engineer (NLP & LLM),Tooploox,AI,1,Mid,13000,18000,"Python,Machine learning,Deep learning,Natural language processing",LLM
Data Engineer,Sunscrapers,Data,1,Mid,20000,24000,"Python,Pandas,Sequel,dbt,ETL","Snowflake,Docker,Azure,Terraform"
Senior Software Engineer (Machine Learning MLOps),Tesco Technology,Data,0,Senior,26000,36000,"Python,Machine learning,Splunk,Apache Spark,Azure",MLOps
Data Engineer II - Forecasting,Tesco Technology,Data,0,Mid,20000,30000,"Spark,Hadoop,Python,Scala,Kafka,Big Data","PySpark,Hive"
Data Engineer III - Forecasting,Tesco Technology,Data,0,Senior,26000,40000,"Hadoop,Spark,Python,pandas,Design Patterns,API,Airflow,pytest,GitHub,Jira,Big Data,High availability,Software Development Life Cycle",
Senior Data Scientist/ AI Engineer,SquareOne,Data,1,Senior,23520,30240,"AI,SQL,Python,PySpark,Spark,NoSQL,LLM,Cloud,Deep learning","Azure,AWS,GCP,Kanban,GitHub"
Team Lead - Senior AI / ML Engineer,DevCity sp. z o.o.,AI,0,Senior,18000,24000,"AI,ML,Python,scikit-learn,NLP,spaCy,TensorFlow,Power Automate,Selenium,Robot Framework,UI,Machine learning,Communication skills",
"Senior Data Scientist (NLP and LLMs), AI Research",Brainly Sp. z o.o.,Data,1,Senior,26000,35000,"Python,NLP,transformers",LLMs
DevOps Engineer,Mindbox S.A.,DevOps,0,Senior,23100,33600,"AWS,GCP,Splunk,Prometheus,Grafana,Ansible,GitHub,Jenkins,Docker,Kubernetes,Oracle,PostgreSQL,MongoDB,Infrastructure as Code,Python",
Remote Strong Middle Machine Learning Engineer,Shelf,AI,1,Mid,16136,24204,"Data analytics,Python,Machine learning,NLP,AWS,AWS Lambda,Amazon SQS,SNS,AWS DynamoDB,ECS,AWS ECS,AWS EC2,AWS S3,REST API,API","PostgreSQL,Amazon RDS,scikit-learn,Elasticsearch,pandas,Hugging Face,Docker,Kubernetes,Terraform,PyTorch,Apache Spark,Airflow"
Senior Data Engineer,Adaptiq,Data,1,Senior,26221,28238,"Python,Spark,Kafka,Airflow,Scala,Java,Go,Databricks,Snowflake,ETL/ELT processes",
Product & Member Security Engineer,Zazmic Inc,Security,1,Mid,18000,22000,"OWASP,CISSP,CSSLP,CEH,CWE,Python","Android,Machine Learning,Machine learning,Spring,Boot,FastAPI,Cloud,AWS,Azure,GCP,Infrastructure as Code,AWS CDK,Terraform,Docker,Kubernetes,ECS,AWS ECS,Snowflake,Apache Spark,iOS"
Senior MLOps Engineer,SoftServe,Data,1,Senior,25000,34000,"Machine learning,AWS,GCP,Azure,MLOps,Python",
Data Engineer,Finture Sp. Zo.o,Data,0,Mid,21000,27000,"Informatica,GCP,Google Cloud,Cloud,Storage,Phyton,Flask,Django,Oracle,Linux,Bash,Apache Airflow,Python","Kubernetes,Docker,SAS"
Principal Data Engineer,Proxet,Data,1,Senior,32272,40341,"Python,SQL,PostgreSQL,BigQuery,Redis,Google Cloud,Integration test,Docker,Communication skills","GraphQL,Data engineering"
AI Engineer,Tangent,AI,0,Mid,15120,18984,"Python,pandas,PyTorch,NumPy,Flask,Docker,Azure,Prototyping,Data models,Data science","NLP,AWS,Computer vision,GitHub,Jenkins,Jira,GCP,MLflow,ClearML,LoRA,CI/CD"
Data Scientist,nCube,Data,1,Senior,16136,26221,"Python,Data science,pandas,NumPy,TensorFlow,PyTorch,Machine learning,Natural language processing,Data structures,Data modeling,Cloud platform,Azure","Agile,Big Data,Hadoop,Spark,DevOps,CI/CD Pipelines"
CyberArk Engineer - Remote,Link Group,Security,1,Senior,38640,43680,"Python,IAM,Cybersecurity,CyberArk,Windows,Linux,Unix,PowerShell,Bash,RBAC",
Senior Test Automation Engineer - Remote,Link Group,Testing,1,Senior,23520,25200,"Python,Java,Test automation,E2E,TDD,BDD,Page Object Model,Agile,Scrum,CI/CD,Bamboo,Jenkins",
Data Engineer,Pragmile,Data,1,Senior,23520,26880,"Data structures,Big data,Python","Android,Java,Kotlin"
NLP & LLM Engineer,Tooploox,AI,1,Mid,16000,21000,"Python,Natural language processing,LLM","Deep learning,Machine learning"
Senior NLP Data Scientist,Adaptiq,Data,1,Senior,22187,28238,"Python,NLP,Natural language processing,Deep learning,text-related neural network optimization,cloud computing platforms,MLOps tools,Data pipelines,Data engineering",
Data Scientists & Analysts,1dea,Data,1,Mid,14926,20331,"Python,Data science",Data analysis
Mid/Senior DevOps Engineer,SlickCloud,DevOps,1,Senior,18500,33500,"Python,Terraform,Kubernetes,Cloud,CI/CD,Bash,IaC",
Lead Data Engineer,Digital Hub Warsaw at Bayer,Data,0,Expert,25000,35000,"Python,AWS,Snowflake,Databricks,Presto,Spark,PySpark,GraphQL,Terraform,AWS Lambda",
Senior AI Engineer - Remote,7N,AI,1,Senior,30240,38640,"Python,R,Java,C++,AI,TensorFlow,PyTorch,Data analysis",
3D Animation and Rigging Artist,Codete,Game Development,1,Expert,26880,33600,"Python,Animation,Maya,CGI","C++,Microservices,Cloud development,Docker,Kubernetes,Blender,houdni"
Data Analyst/QA Engineer,ComScore (via CC),Data,1,Mid,10000,16000,"Data analysis,QA,Statistics,Python,SQL,Linux",
Senior Data Engineer,Digital Hub Warsaw at Bayer,Data,0,Senior,18000,28000,"Python,ETL,Cloud,SQL,Apache Airflow,Kafka,Git","Google cloud platform,R"
Data Engineer in Microsoft Azure Cloud,Avanade Poland,Data,1,Mid,19320,29400,"Azure,Python,SQL,C#,CAN,Databricks,Azure Synapse,Neo4j,Java,C++,SQL Server,Snowflake,Azure IoT","Azure Data Lake,Azure Data Factory,Machine learning,Azure Databricks,MySQL,Azure Data,Data engineering,Cosmos DB,Azure Cloud,Git"
Senior AI Engineer,Lingaro,AI,1,Expert,25200,33600,"Python,AI,Databricks,Azure ML","Azure,GCP,MLOps,Spark,Scala"
Senior Site Reliability Engineer,Wipro IT Services Poland,DevOps,0,Senior,22050,27300,"Python,Hadoop,Kafka,Linux,Automation,Big Data,Software Development Life Cycle,Unix","HBase,Java,Spark"
Senior Research Scientist,Snowflake,AI,0,Senior,30000,60000,"Machine learning,Python,Natural language processing,Machine Learning,AI,NLP,PyTorch,Deep learning","SQL,Data science"
Mid/Senior Data Engineer (AWS/GCP),Capco Poland,Data,1,Mid,25200,30240,"Python,Degree,Data pipelines,SQL,Athena,Redshift,Glue,Terraform,Outlook,ETL,AWS,GCP","dbt,PySpark,Java,Kotlin"
Senior Software Engineer (DevOps),Snowflake,DevOps,0,Senior,30000,60000,"SaaS,CI/CD,Python,Node.js,AWS,Azure","Git,Jira,Nexus,Artifactory,Jenkins,Kubernetes,Docker,Databases,SQL"
AI Engineer,Lingaro,AI,1,Mid,15120,19320,"Python,AI,Databricks,Azure ML","Azure,Spark,MLOps,Scala"
Data Engineer,SquareOne,Data,0,Mid,19000,21000,"Python,Teradata,BigQuery,Google Cloud Platform,SQL,ETL,Flask,Django,Apache Airflow,GitLab,Jira","Jenkins,Kubernetes,Docker,SAS,Google Data Studio,Grafana"
Machine Learning Engineer,HARMAN Connected Services,AI,1,Senior,21840,25200,"AWS,Python,Machine learning,SQL,NoSQL,PyTorch,Airflow,TensorFlow,CI/CD","PhD,ads targeting,algorithms optimization,user profiling,recommendation systems,churn prediction"
Director of Data Science,Ardigen,AI,1,Expert,18000,23000,"Python,AI,Data science,lead,managing team",
Senior Python Test Automation Software Engineer,Hitachi Energy,Testing,0,Senior,15000,20000,"MSc,Degree,Python,pytest,Test automation,CCNA,Cisco Certified Network Associate,OSI,Ethernet,VLAN,Linux,Bash,Git,Continuous integration,Azure DevOps,Communication skills",
"Lead Data Software Engineer (Python, Azure)",EPAM Systems,Data,0,Senior,26500,32000,"Python,Azure Data,Azure Databricks,Databricks,PySpark",Azure Data Lake
Data Architect (AWS + Python) - Remote,Link Group,Data,1,Senior,32272,40341,"Python,AWS,Redshift,Aurora,Glue,Lake Formation,S3,Lambda,Data engineering,Apache Aurora,AWS S3,AWS Lambda,Kinesis,Kafka,MDM,Snowflake,dbt,Relational database,ETL,Data management",
Cloud Data Engineer (3 months contract),VML Enterprise Solutions,Data,1,Mid,13000,17000,"Python,SQL,AWS,GCP,Azure,Hadoop,Spark,NoSQL,Docker,Kubernetes","Tableau,Power BI"
Machine Learning Engineering Leader,HARMAN Connected Services,AI,1,Expert,28560,31920,"AWS,Python,Machine learning,SQL,NoSQL,PyTorch,Airflow,TensorFlow,CI/CD","PhD,ads targeting,algorithms optimization,user profiling,recommendation systems,churn prediction"
Data Engineer Python,Connectis_,Data,1,Senior,28000,33000,"Python,Databricks,PySpark,Azure",
Senior QA Python,AVENGA,Testing,1,Senior,24360,27720,"Quality assurance,Python,Java,Shell,Testing,XML,SQL,Unix,Jira,Test automation","SVN,JMeter,Selenium,ALM,Test management,Communication skills"
"Software Test Automation Engineer (Python, Squish)",Link Group,Testing,0,Mid,14000,22000,"Test automation,OOP,Python,C,C++,Bash,Linux,GUI testing,Squish",Agile
ETL Developer with Python - Remote,DCG Sp. z o.o.,Data,1,Senior,25200,33600,"Python,Serverless,Git,AWS,RDBMS,Snowflake,ETL,Data Lake,Data warehouse,API,JDBC,file processing",
Senior Cloud Developer - Satalia,VML Enterprise Solutions,Backend,1,Senior,21000,26000,"Communication skills,Team player,API Gateway,Terraform,Azure DevOps,Git,OAuth2,OIDC",Open source
"Software Test Automation Engineer (Python, Squish)",Link Group,Testing,0,Senior,22000,28000,"Test automation,OOP,Python,C,C++,Bash,Linux,GUI testing,Squish",Agile
Internal Developer,Flugger Poland,Backend,1,Mid,20000,25000,"Python,REST API,Docker,Kubernetes,CI,CD,Design Patterns,Microservices architecture,Azure Cloud,AWS",Microservice architecture
Integrations Engineer,Knowde,Backend,1,Senior,20000,25000,"MDM,ERP,CRM,API,Python","REST API,GraphQL,Degree,Scripting language,Ruby,Python"
Senior Backend Developer,Focal Systems,Backend,1,Senior,37000,70000,"Python,Docker,Flask,Git,Degree,REST API,CI/CD","Kafka,Redis"
Senior Fullstack Engineer (Cloud-based SaaS),Adtran Networks Sp. zo. o.,Fullstack,1,Senior,18000,22000,"Angular,React,TypeScript,JavaScript,Material Design,Python,Bash script,IaC,CI/CD,Test frameworks,iOS","Docker,QA,Web GUI,Saas development,Wireframing,Cypress,Jasmine,Amazon Web Services"
Fullstack Engineer (Cloud-based SaaS),Adtran Networks Sp. zo. o.,Fullstack,1,Mid,14000,17000,"Angular,React,TypeScript,JavaScript,Material Design,Python,Bash script,IaC,CI/CD,Test frameworks,iOS","Docker,QA,Web GUI,Saas development,Wireframing,Cypress,Jasmine,Amazon Web Services"
Remote AI Senior Software Developer,Matrix Global Services,Backend,1,Senior,36731,42348,"Python,Degree,Java,Big data,ETL,Infrastructure as Code,SQL,Redshift,AWS,C#","ML,AI,LLM"
Cloud Developer - Satalia,VML Enterprise Solutions,Backend,1,Mid,14000,20000,"Communication skills,Team player,API Gateway,Terraform,Azure DevOps,Git,OAuth2,OIDC",Open source
Full Stack Engineer,Kancelaria Propseritas,Fullstack,0,Mid,10000,20000,"Python,Django,JavaScript,Vue.js,Git,CI",
Senior Software Engineer,Amartus Polska Sp. z o.o.,Backend,1,Senior,25200,31500,"Python,Ansible,CI/CD,Kubernetes,Docker,Terraform,Azure,vSphere","YAML,Jenkins,tosca,CCNP,AWS,GCP"
Junior Software Engineer Back-End Cloud-based SaaS,Adtran Networks Sp. zo. o.,Backend,0,Junior,11000,13000,"Python,Bash,pytest,Selenium",Docker
Senior Software Engineer,Akamai,Backend,1,Senior,19000,26000,"Python,Linux,Networking,TCP,Protocols,CI/CD","Golang,C++,C,Terraform,DevOps,Puppet,Helm,Ansible"
Software Engineer,Digital Hub Warsaw at Bayer,Fullstack,0,Mid,14000,23000,"Python,Degree,Machine learning,Software Development Life Cycle,JavaScript,TypeScript,PyTorch,f.lux,Natural language processing,NLP,AI,SQL,NoSQL,Big Data,Hadoop,Spark,Azure,AWS,Project management,Kanban,CI,CD pipelines","Deep learning,TensorFlow"
3D Animation And Rigging Artist,SquareOne,Backend,1,Senior,26880,31080,"Animation,Python,Maya,unreal,UNITY","Blender,C++,API,Docker,Kubernetes"
Software Engineer in Machine Learning,Tooploox,Backend,1,Mid,12000,15000,"Python,Clean Code,Design Patterns,Continuous integration,Git,PyTorch,Docker,Communication skills,Machine learning","Kubernetes,MLOps"
Senior Software Engineer - Connectors Platform,Snowflake,Backend,0,Senior,30000,60000,"Python,Java,SQL",
Junior Python Developer,z3x Tech Marketing Agency,Fullstack,0,Junior,3000,6000,"Python,Web development,Git",Django
